refcode,linker SMILES,metal,Largest Cavity Diameter,Pore Limiting Diameter,Largest Free Sphere
PAXSEM,N#CC(C#N)C#N,Mn,1.69656,1.29573,1.69539
PEBGIP,OC(=O)Cc1ccc(cc1)CC(=O)O,Dy,3.1553,1.42265,3.13007
PEGBAG,Cc1nnc([nH]1)Cc1[nH]nc(n1)C,Zn,4.42914,3.59275,4.41193
PEJDUF,OC(=O)c1nccc(c1)CCCc1ccnc(c1)C(=O)O,Pb,3.34787,2.42435,3.34787
PEMGAR,CC(c1cc2Sc3cc(cc(c3OCc3ccccn3)Sc3cc(cc(Sc4c(c(Sc(c1)c2OCc1ccccn1)cc(c4)C(C)(C)C)OCc1ccccn1)c3OCc1ccccn1)C(C)(C)C)C(C)(C)C)(C)C,Ag,5.53446,5.14008,5.53446
PEWZAS,OC(=O)CCC(=O)O,Ag,1.25013,0.59299,1.23833
PEYCON,N#CC(C(=O)C)C(=O)C,Cd,2.48922,1.34909,2.48922
PIBZUY,OC(=O)c1ccc(o1)C(=O)O,Al,5.68999,4.34947,5.56311
PIGXAF,OC(=O)C(=O)O,Cd,4.48459,2.94041,4.48459
PIHRUU,O[C@@H]([C@@H](C(=O)O)O)C(=O)O,Mg,2.53379,1.86621,2.53379
PIRGEE,OC(=O)CCCCCCCCCCC(=O)O,Sr,2.77809,0.95812,2.77809
PIRMOU,N#CC1=C(C#N)C(=O)C(=C(C1=O)Cl)Cl,Rb,1.84093,1.15705,1.73024
PIRNAH,N#CC1=C(C#N)C(=O)C(=C(C1=O)Cl)Cl,Cs,1.87302,0.99841,1.72626
PIZPET,OC(=O)/C=C/C(=O)O,Y,3.98335,3.49034,3.98335
PIZPIX,OC(=O)/C=C/C(=O)O,Er,3.95125,3.48236,3.95071
POBGAQ,n1ccc(cc1)/C=C/c1ccc(cc1)C(c1ccc(cc1)/C=C/c1ccncc1)(c1ccc(cc1)/C=C/c1ccncc1)c1ccc(cc1)/C=C/c1ccncc1,Fe,12.09539,9.86984,12.08508
PORZUT,OC(=O)c1nccnc1C(=O)O,Gd,3.88555,1.15971,3.84831
POSBAC,OC(=O)c1nccnc1C(=O)O,Tb,3.92907,1.17423,3.83704
POXLEV,OC(=O)c1ccc(cc1)C(=O)O,Th,3.44743,2.66617,3.27401
PUHLEL,OC(=O)C(C(=O)O)(O)O,Cu,7.16977,5.17297,7.14058
PUNSIB,OC(=O)CN1C=CN(C1)CC(=O)O,La,5.01625,3.57988,5.01579
PUPVEB,OC(=O)C(=O)O,Sr,1.65752,1.13211,1.65752
PURPUO,OS(CCCS(O)(O)O)(O)O,Pb,2.01203,1.07442,2.01203
PUTYAE,c1cnc2c(n1)c1nccnc1c1c2nccn1,Ag,5.68489,5.32613,5.67884
PUWVEJ,n1ccc(cc1)/C=N/c1cccc2c1cccc2/N=C/c1ccncc1,Ag,5.15439,1.94613,5.15439
QAMJEU,n1cnn(c1)CCn1ncnc1,Cd,3.93849,3.27687,3.9267
QANYAG01,OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,Na,1.61658,1.04951,1.61658
QATBAQ,CN(C(=Nc1cc(N=C(N(C)C)N(C)C)c(cc1N=C(N(C)C)N(C)C)N=C(N(C)C)N(C)C)N(C)C)C,Ag,2.8731,1.15529,2.8447
QATPUX,O=C1C(=O)C(=O)C1=O,Co,4.24654,4.03539,4.24654
QEKDOA,OC(=O)CN(CC(=O)O)CC(=O)O,Er,2.35389,1.70429,2.35123
QEMMOL,OC=O,Sm,0.89131,0.61164,0.87538
QEMYEM,C[C@@H](C(=O)N[C@H](C(=O)O)C(C)C)N,Cu,2.57211,1.1962,2.51495
QIHLEB,OC(=O)[C@@H]1C=CN(C=C1)Cc1cc(CN2C=C[C@H](C=C2)C(=O)O)cc(c1)CN1C=C[C@H](C=C1)C(=O)O,Eu,5.23451,3.60504,5.19704
QIJFAT,n1[nH]cc(c1)c1c[nH]nc1,Co,6.1475,5.64459,6.14706
QIMFEA,OC(=O)c1ccc(o1)C(=O)O,Mg,8.07946,6.88023,7.60683
QIQFUT,OC(=O)c1cc(c(cc1C(=O)O)C(=O)O)S(O)(O)O,K,1.45491,0.53431,1.45491
QIQVOE,c1ccc(cc1)SCC#CCSc1ccccc1,Cu,2.44175,1.2235,2.37701
QOSXAY,OP(=O)(CN1CCN(CC1)CP(=O)(O)O)O,Ni,9.10764,8.88845,9.10442
QOVXEG,c1ccc2c(c1)[nH]cn2,Co,5.45138,2.17083,5.45138
QOZYUA,CC(=CC[C@H]1C(=O)C(=O)c2c(C1=O)cccc2)C,Mn,2.47829,1.89109,2.33777
QQQDSD01,OC(=O)C(=O)O,Rb,1.8122,0.78099,1.8061
QUHMEN,OS(=O)(=O)O,Gd,1.52021,0.74667,1.45291
QUZVEO,OC(=O)c1ccc(o1)C(=O)O,Dy,6.70188,4.7405,6.65677
RABVOF,c1ncc[nH]1,Ag,2.22492,0.91398,1.9631
RASXIT,OC(=O)C1=NC=N[C@@H]1C(=O)O,Eu,4.34867,1.91055,4.08405
RAZYIC,C1Cc2nnc3c4c2c2C1CCc1c2c2c4C(CC3)CCc2nn1,Cu,7.88308,6.20534,7.88308
RBTCNQ12,N#CC(c1ccc(cc1)C(C#N)C#N)C#N,Rb,1.84058,1.22231,1.72094
REKWUB,C[C@H]([C@@H](C(=O)O)C)C(=O)O,Mn,2.20311,1.75689,2.20311
REMJOJ,OC(=O)c1ncccc1C(=O)O,Pb,2.69174,0.52406,1.24351
RIBZOS,OC(=O)/C=C/C(=O)O,Ho,4.47712,1.09554,4.46146
RICHER,OC(=O)[C@@H]1CCC[C@@H](C1)C(=O)O,Pb,3.57063,1.51021,3.57063
RIFPEB,[O-][n+]1cc[n+](cc1)[O-],Mn,1.45537,0.90197,1.43869
RIFQIG,OC(=O)C(=O)O,Ce,1.41676,0.81303,1.41613
RISJEK,OC(=O)CN(CP(=O)(O)O)CP(=O)(O)O,Zr,2.72479,1.64374,2.64847
RISXAT01,OC(=O)c1ccc(cc1)C(=O)O,Ho,2.60783,1.54578,2.1498
RUGGOR,OC=O,Eu,1.43916,0.96566,1.43916
RUYGEY,OC(=O)c1ccc(cc1)C(=O)O,Sn,2.0221,0.72686,2.01209
RUZCIA,COc1ccc(cc1C(=O)O)c1ccc(c(c1)C(=O)O)OC,Ca,2.32996,1.35984,2.02843
SAHTIF,N#CC(C#N)C#N,Fe,1.62125,1.21111,1.62125
SAJSAY,OC(=O)C1CCN(CC1)CP(=O)(O)O,Mn,2.40231,0.80147,2.39881
SAQSAF,S=c1[nH]c(=S)[nH]c(=S)[nH]1,Cu,1.68977,0.91902,1.68977
SCFORM01,OC=O,Sc,2.11637,0.97525,2.05963
SEMMIJ,OC(=O)c1ccc(s1)C(=O)O,Zr,22.81418,14.88441,22.81418
SEZCIM,CCCC1=N[C@H](C(=N1)C(=O)O)C(=O)O,Co,2.56488,1.22684,2.51413
SIBCAK,OC(=O)CN1CC(=O)CC(=C1)C(=O)O,Pb,2.66799,1.76677,2.66799
SIGNEC,O=N(=O)[C@@H]1C(=C(N(=O)=O)C(=O)C(=C1O)N(=O)=O)O,Cs,1.63408,0.82977,1.63408
SIJPUX,OP(=O)(CCP(=O)(O)O)O,Ba,1.46879,0.67508,1.09664
SINXET,OC(=O)C[C@@H](C(=O)O)N,Eu,4.93341,3.81593,4.93341
SIVGAH,[C]c1nnn[nH]1,Zn,5.67692,3.84951,5.65073
SIVJAI,OC(=O)C#CC(=O)O,Mn,1.55806,0.87714,1.55806
SIVSOH,C(Cn1cncc1)CCn1cncc1,Fe,5.26253,2.4934,5.21349
SIWGUB,OC(=O)[C@@H]1CC[C@H](CC1)C(=O)O,Cu,4.9855,3.53509,4.9855
SIYGIT,OC(=O)c1nccnc1C(=O)O,Dy,3.1397,2.04163,3.13767
SOGSAJ,OC(=O)c1[nH]nnc1C(=O)O,K,1.23415,0.41058,1.21947
SOHYEV,O[C@H]([C@H](C(=O)O)O)C(=O)O,Cs,1.50333,0.86499,1.50333
SOKWAS,OC(=O)c1ccc(s1)C(=O)O,U,1.95713,1.25585,1.93316
SOTMUK,Cc1nnc([nH]1)C,Ag,1.87751,1.2049,1.85823
SOVWOR,CSc1ccc(cc1)C#Cc1cc(ccc1OCC(COc1ccc(cc1C#Cc1ccc(cc1)SC)C(=O)O)(COc1ccc(cc1C#Cc1ccc(cc1)SC)C(=O)O)COc1ccc(cc1C#Cc1ccc(cc1)SC)C(=O)O)C(=O)O,Pb,5.84631,1.98016,5.80208
SOWWUY,OC(=O)CCCCCC(=O)O,Cs,2.32818,1.17584,2.32818
SRFORA04,OC=O,Sr,1.27579,0.79848,1.14037
SUQHUJ,OC(=O)c1ccc(o1)C(=O)O,In,7.02225,4.08623,7.02225
SUXYOA,[O-][n+]1cc[n+](cc1)[O-],Er,4.22707,2.45409,4.2235
TACPAP,O[C@H]([C@H](C(=O)O)O)[C@@H]([C@@H](C(=O)O)O)O,Zn,6.1901,6.07392,6.1901
TARQAF,OC(=O)c1cc(ccc1O)S(O)(O)O,Cs,2.4388,1.08926,2.22457
TASJUT,C[C@H](c1nccnc1)N/N=C(\C(=N/N[C@H](c1nccnc1)C)\c1ccccc1)/c1ccccc1,Ag,4.86587,4.0363,4.85893
TATBUO,OS(c1cccc2c1cccc2S(O)(O)O)(O)O,Y,2.42118,1.02245,2.41632
TAVDAY,OP(=O)(c1cc(cc(c1)P(=O)(O)O)c1cc(cc(c1)P(=O)(O)O)P(=O)(O)O)O,Y,3.52163,2.00461,3.51172
TEBDAI,O=C1C(=O)[C@@H](n2ncnc2)C(=O)C(=O)[C@H]1n1ncnc1,Mn,2.56879,1.61864,2.56159
TEDPIC,N#CC(=C1C(=O)C(=C(C#N)C#N)C(=O)C1=O)C#N,Rb,1.8574,0.8682,1.8487
TEDWIL,C(CCn1ccnn1)CCn1ccnn1,Fe,4.37497,1.88469,4.37497
TEPWOD,OC(=O)c1ccc(cc1)C(=O)O,Hf,7.64761,3.71421,7.64761
TEYKOA,n1nnc([nH]1)c1cc(cc(c1)c1n[nH]nn1)c1nnn[nH]1,Cr,15.40941,9.6534,15.40941
TEYREW,OC(=O)CCC(=O)O,Tm,2.87356,1.57858,2.87356
THOXLB03,OC(=O)C(=O)O,Cs,1.8022,0.95077,1.78696
TILFUQ,OC(=O)C#CC(=O)O,Tl,1.53189,1.0587,1.53189
TOBHAT,OP(=O)(c1ccc(cc1)P(=O)(O)O)O,Cu,2.32324,1.19996,2.32324
TOJVUJ,OP(=O)([C@@H]1CC[C@H](CC1)P(=O)(O)O)O,Zn,2.12634,1.41886,2.12324
TOLPEQ,O=N(=O)c1nnn[nH]1,Cs,1.28569,0.76622,1.24634
TOLPIU,O=N(=O)c1nnn[nH]1,Rb,1.6326,0.70619,1.6326
TUFSEU,CC([C@@H]1P=PC(=P1)C(C)(C)C)(C)C,Cu,7.39064,1.22309,7.38682
UDEPOK,OC(=O)C1=NC(=N[C@@H]1C(=O)O)c1ccccn1,Pb,2.68089,1.44101,2.64163
UDESIG,O=N(=O)[C@H]1C=C(N(=O)=O)C(=O)C(=C1O)N(=O)=O,Rb,1.57791,0.7908,1.33545
UFIJOK,S=c1[nH]c(=S)[nH]c(=S)[nH]1,Rb,1.44352,0.78857,1.44352
UFIKAX,S=c1[nH]c(=S)[nH]c(=S)[nH]1,Cs,1.76064,0.90885,1.76064
UFIRUX,OC(=O)c1ccc(cc1)C(=O)O,In,3.56507,1.92938,3.23481
UFOBAV,c1cnn[nH]1,Fe,5.08875,3.74077,5.08875
UGUNOZ,Oc1ccc(c2c1nccc2)S(O)(O)O,Na,1.63389,0.74158,1.63389
UGUXAV,OC(=O)CCC(=O)O,Cd,4.02254,3.27151,4.02254
UNIWEV,OC(=O)c1ccc(cc1)c1ccc(cc1)P(=O)(O)O,Hg,2.25053,1.83663,2.24421
URUWAH,CC1(C)c2nc3cc4[nH]nnc4cc3nc2C(c2c1nc1cc3[nH]nnc3cc1n2)(C)C,Cu,8.22766,7.29133,8.22766
UVIKIU,OC(=O)Cc1ccc(cc1)CC(=O)O,Pb,3.23352,1.44343,3.23352
VABJIS,N#CCCC#N,Ag,4.14215,4.05323,4.14215
VAPBAR,OC(=O)CN1CCN2CCN(CC(=O)O)Cc3ccc(cc3)CN(CCN(CCN(Cc3ccc(C1)cc3)CC(=O)O)CCN(Cc1ccc(CN(CC2)CC(=O)O)cc1)CC(=O)O)CC(=O)O,Eu,6.37466,3.61215,5.29105
VASGII,OC(=O)/C=C/c1c(C)c(/C=C/C(=O)O)c(c(c1C)/C=C/C(=O)O)C,In,8.62656,6.17315,8.60685
VATXEU,OC(=O)C(=O)O,U,7.38612,5.95802,7.38612
VEGCAN,OC(=O)c1sc2c(c1)sc1c2sc(c1)C(=O)O,Hf,24.54558,8.98152,24.54558
VESBEC,OS(=O)(=O)O,La,1.44841,0.85145,1.42962
VESBIG,OS(=O)(=O)O,Nd,1.51205,0.76691,1.24684
VESBOM,OS(=O)(=O)O,Ce,1.4685,0.80021,1.21699
VESBUS,OS(=O)(=O)O,Eu,1.51684,0.80152,1.50209
VESCED,OS(=O)(=O)O,Pr,1.51486,0.78918,1.48615
VIDPIJ,OC(=O)c1[nH]nnc1C(=O)O,Mn,5.6798,3.199,4.30687
VINMUD01,N=CNC#N,Cd,6.28916,4.19857,6.28781
VIXGAM,OC(=O)C(=O)O,Zr,3.56488,1.74078,3.56488
VOBQIO,OC(=O)c1ccc(cc1)C(=O)O,Mn,7.36413,5.40039,7.35485
VOCTOW,OC(=O)CC(=O)O,Ba,1.69856,1.00964,1.28775
VODLEG,N#CC(C(=O)C(C#N)C#N)C#N,K,2.02831,1.47784,1.73113
VOKBUU,CCc1nnc(n1c1cc(NC(=O)c2cc(C)cc(c2)C)cc(c1)C(=O)O)C,Ag,5.42836,3.47087,5.40638
VUQKOI,CN(C1=NC(=NP(N1)(Oc1ccncc1)Oc1ccncc1)N(C)C)C,Cd,6.64617,4.58778,6.63291
VUZTIT,N#CNC#N,Pb,1.47915,0.75339,1.47899
WEMYOC,CCCN,Cu,1.97809,0.87461,1.97809
WEQMEL,n1ccc(cc1)COc1cc(OCc2ccncc2)cc(c1)OCc1ccncc1,Hg,2.00568,1.18885,1.95834
WESYEZ,n1ncc2c(c1)cnnc2,Ag,4.99345,4.53917,4.99345
WEVYEE,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Al,8.34244,3.65846,8.34244
WEXGIR01,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Ba,2.41848,1.69466,2.41428
WEZWUU,OC=O,In,5.32199,2.26676,4.20024
WIFGOJ,Cc1nnn[nH]1,Cd,10.01543,2.45519,9.96234
WIHQEM,S=C1N=CC=NC1=S,Cu,4.2283,3.58224,4.22231
WILGEE,n1ccc(cn1)c1ccnnc1,Ag,4.98643,3.68201,4.98642
WILNEL,C(Cn1nncn1)Cn1nncn1,Fe,5.014,3.55982,4.9896
WILNIP,C(CN1NN=CN1)CN1NN=CN1,Fe,4.47964,2.36576,4.42171
WIRMUH,C1N[C@@H]2[C@H](N1)C[C@H]1[C@@H](C2)NCN1,Cu,6.39925,3.94504,6.39925
WOBCAT,OC(=O)CN1CC(=O)N(CC1=O)CC(=O)O,La,3.378,1.56463,3.33861
WODQOW,Nc1ncn[nH]1,Co,6.34478,1.16568,6.34478
WULBEM,OC(=O)c1ccc(cc1)N(=O)=O,K,1.55877,1.00098,1.55877
WULBIQ,OC(=O)c1ccc(cc1)N(=O)=O,Rb,1.61065,1.04748,1.60038
WUWQUB,c1ccc(cc1)NNc1nccn1Cn1ccnc1NNc1ccccc1,Zn,6.78044,3.25071,6.78044
WUXYIZ,O=C(c1ccc(cc1)C(=O)N[C@H](C(=O)O)CC(=O)O)N[C@H](C(=O)O)CC(=O)O,Na,2.36478,1.61353,2.3576
XAHROQ,N#CC1=NC=N[C@@H]1C#N,Cu,4.44177,3.73481,4.31617
XAHZEM,O[C@H]([C@H](C(=O)O)O)C(=O)O,Rb,1.81983,0.55314,1.80909
XAMDOF,c1ncn(c1)CCn1cncc1,Zn,4.14285,3.29533,4.1371
XANMUX04,C1C[C@@H](CC[C@@H]1n1cnnc1)n1cnnc1,Cu,8.11716,7.85164,8.1162
XEDPIH,c1ncc2c(n1)[nH]cn2,Zn,4.8376,3.91791,4.82707
XEFGUN,OC(=O)c1ccc(cc1)C(=O)O,Cd,2.58504,1.42751,2.571
XEGQEG,OP(=O)(CCP(=O)(O)O)O,Li,1.72884,0.81305,1.72884
XEJVAL,OC(=O)c1[nH]cnc1C(=O)O,Sr,1.39035,0.65205,1.36695
XESKAJ,OP(=O)(CN1CCN(CC1)CP(=O)(O)O)O,Mg,9.6559,9.12796,9.6559
XESKUD,OP(=O)(CN1CCN(CC1)CP(=O)(O)O)O,Fe,9.50892,8.96231,9.50892
XEXLIX,OC(=O)c1ccc2c3c1c(ccc3c(=O)n(c2=O)c1ccncc1)C(=O)O,Zn,7.0378,6.6458,7.00792
XEZVIJ,OC(=O)CCC(=O)O,Yb,2.85967,1.56469,2.84877
XILXOH,OC(=O)CN(CP(=O)(O)O)CC(=O)O,Sr,1.85365,0.85565,1.56066
XITDAH,OC(=O)[C@@H]1[C@@H](C(=O)O)[C@@H]([C@H]1C(=O)O)C(=O)O,Na,1.40395,1.05672,1.40017
XOGGOR,OC(=O)C1=CN(C=CC1)Cc1ccc(cc1)CN1C=CCC(=C1)C(=O)O,Mn,3.06463,1.2507,3.05456
XOVQUU,O=C1NC(=O)N=C(C1)C(=O)O,Gd,1.81011,0.97607,1.70464
XUKJEU,OC(=O)CN1C=C[C@H](C=C1)C(=O)O,Pb,2.44828,1.17483,2.44181
XUKKET,OC(=O)C#CC(=O)O,Sr,1.64789,1.14275,1.64789
XUNJIA,OC(=O)[C@]12C[C@@H]3C[C@H](C1)C[C@](C2)(C3)C(=O)O,Mn,3.17649,2.86899,3.17253
YAXBUV,OC(=O)c1ccc(cc1)C(=O)O,Fe,2.90847,1.80574,2.87941
YEJXUI,NCCCCP(=O)(O)O,Zn,1.96001,1.27591,1.91278
YEPLAG,OC(=O)C(=O)O,Hg,0.85486,0.35583,0.77485
YESXOM,OC(=O)c1ncc[nH]1,Zn,10.86914,3.61325,10.86914
YEYBOV,CCO[P@@](=O)(c1cc(c2c3c1ccc1c3c(cc2)c(cc1[P@@](=O)(OCC)O)[P@](=O)(OCC)O)[P@@](=O)(OCC)O)O,Ba,4.79847,4.18485,4.79847
YEYMAQ,OP(=O)(CCP(=O)(O)O)O,Ti,1.66485,0.74281,1.66485
YIFKEG,N#C[C@@H]1C(=C(C(=C1C#N)C#N)C#N)C#N,Ag,2.11686,1.0526,2.11686
YIQBEF,c1ccncn1,Mn,1.95786,1.30661,1.85849
YOLZIK,NC[C@@H](C(=O)O)NC(=O)[C@H](CC(=O)O)N,Ag,1.76458,0.78141,1.7566
YUHMIZ,C1CCC(CC1)c1[nH]nc(n1)C1CCCCC1,Cu,2.73373,1.69463,2.72111
YUJNIB,OC(=O)c1nnn[nH]1,Sr,3.95364,2.60273,3.59346
ZATPIW,OC(=O)CSc1nnc(nn1)SCC(=O)O,Zr,7.05332,4.54215,7.0476
ZAXQOG,C1=N[C@@H]2C(=NC1)N=CC=C2,Cu,5.67588,3.7723,5.67588
